name,cdsCode
Mindful Montessori School,37680236149223
St. Pius X,37680236975866
Christian Junior/Senior High School,37681306938849
Saint Charles Borromeo Academy,37683386975684
The Koonings Center,37682960127308
Saint John School,37680806140081
Bethel Academy,37682216146260
Fred Finch Youth Center,37681306206270
Francis Parker School,37683386987770
Warren-Walker School,37683386991319
Our Lady's School,37683386966071
Francis Parker School,37683386987770
Our Lady's School,37683386966071
North County Christian School,37737916136477
Futures Academy - Carlsbad,37735517017098
High Tech Elementary,37683380131565
Pacific Trails Middle,37683460131649
Solana Ranch Elementary,37683870129049
Design 39 Campus,37682960129056
Mater Dei Juan Diego Academy,37680236150312
"Accelerated Academics, Inc.",37735516153001
Balboa School,37680987077357
Christian Elementary South Bay,37680237095854
Community School of San Diego,37683380127811
Community School of San Diego High School,37683380133421
Fusion Academy & Learning Center University City,37683386151690
Kid's Town Montessori School,37684526153555
Lighthouse Christian Academy,37682056146047
Reformation Lutheran Church and School,37683386984587
Urban Corps of San Diego County Charter,26102640124990
HOPE Infant-Toddler Special Education,37103710135202
Scholarship Prep - Oceanside,37103710136085
San Diego Workforce Innovation High,37679830134890
Empower,37679910136176
Muraoka (Saburo) Elementary,37680230135277
Pacific Coast Academy,37680490136416
Escondido Adult,37681063730025
Mike Choate Early Childhood Education Center,37681140133967
Foothills Adult Education Center,37681303730199
El Cajon Adult Center,37681303730249
Steele Canyon Adult Center,37681303730256
Grossmont Adult,37681303732419
Spring Valley Academy,37681970134155
Sparrow Academy,37681970136408
Poway Adult,37682963735834
Ramona Adult,37683043730900
Urban Discovery Academy Charter,37683380135913
San Diego Adult,37683383730280
Montgomery Adult,37684113730132
San Ysidro Adult Education Center,37684113731106
Chula Vista Adult,37684113731171
National City Adult,37684113738184
Vista Adult,37684523730298
San Diego Continuing Education,37735283736808
Carlsbad Adult Transition,37735513730892
Coastal Academy Charter,37735690136267
Double Peak,37737910131433
San Marcos Adult,37737913730918
San Diego County ROP,37745263790029
Grossmont Secondary,37770990136077
Sweetwater Secondary,37771070136473
Community Montessori,37103710137695
Dimensions Collaborative,37103710137752
Pacific Springs Charter,37103710138016
Learning Choice Academy - Chula Vista,37680230138073
JCS - Manzanita,37103710138792
Kidinnu Academy,37679910139394
The Learning Choice Academy - East County,37681300139063
Brookfield Engineering Science Technology Academy,37681630139402
JCS - Pine Valley,37682130138636
San Diego Mission Academy,37754160138651
Pathways Academy Charter - Adult Education,37754160139451
High Tech Middle Mesa,37764710138768
High Tech Elementary Mesa,37764710138776
Diego Hills Central Public Charter,37680490136614
Audeo Charter School III,37681060137034
Diego Valley East Public Charter,37681630137109
JCS - Mountain Oaks,37681630138156
Elite Academic Academy - Mountain Empire,37682130136978
America's Finest Charter,37683380136663
Vista Del Mar,37683790137737
Pivot Charter School - San Diego II,37737910138222
Valley Center-Pauma Adult,37756143731338
High Tech High Mesa,37764710137067
Vista Springs Charter,37771560137323
Baypoint Preparatory Academy - San Diego,37771720138099
Banyan Tree Foundations Academy - San Diego,37683380133546
Coastal Christian Academy,37683386154819
Community Transition Academy,37683380135558
Lingua Natal,37680806155824
New Haven School,37684527072713
Saint Mary - Saint Joseph Catholic School,37680986156111
The Rhoades School,37680806913800
Dual Language Immersion North County,37103710138594
JCS - Cedar Cove,37681630138628
College Preparatory Middle,37771640137356
Imperial Beach Charter,37683956040505
Classical Academy Vista,37103710138404
Iftin Charter,37103710108548
Logan Memorial Educational Campus,37683380140319
Mountain View,37683380140384
SBUSD Virtual Academy,37683950140327
Surfside Academy,37735690140079
Oceanside Unified School District Adult Transition Program,37735690140343
Green Hills Learning Center,37680236202519
Foothills Christian Middle School,37681306141907
Excelsior Academy,37681977067846
Montessori Children's Elementary,37683047049323
Cristo Rey San Diego High School,37683386136055
Via Talentum Academy,37683386136691
Day Prep,37683386155212
Banyan Tree Compass Academy,37683386156673
Warren-Walker Middle School,37683386156830
Japanese Academy of San Diego,37683386157135
Beacon Christian Academy,37683386157184
Mission Valley Academy,37683386158075
The Evans School,37683386975460
Norton High School,37683466158307
Tack International Academy,37683796159529
Diegueno Country School,37683876156152
Sanderling Waldorf School,37684527102098
Discovery Isle Preschool,37735696156970
West Coast Baptist School,37735696158000
California Accelerated Learning Institute,37735696158620
Legacy Montessori School,37682966139182
iHigh Virtual Academy,37683380120410
Howard Gardner Community Charter,37103710124321
Audeo Charter II,37103710134577
Bostonia Global,37679910140558
Launch Virtual Academy,37684110140939
Catalyst Academy Chula Vista,37680236161053
My Montessori School Coronado,37680316160055
Adventureland Christian Preschool,37680986161848
LifeBridge Preschool,37682966160360
My Room to Grow,37682966160626
LAT Online School Inc,37683386154850
La Jolla Learning Works,37683386160063
Willow Ridge Academy,37683386160667
Whittier Christian Schools- CSS,37683386964977
Scripps Montessori,37683386997597
Fresh Ed North/Fresh Ed Homeschool,37683616153597
LePort Montessori Solana Beach,37683876151104
The Winston School of San Diego,37683467050925
Vista Training Program,37684526200497
Seeds of Hope Academy,37680076159917
Rahib Academy,37680236162317
Across Summercreek,37680986163497
The Kingdom of Light,37679916163273
10X Academy,37680986164370
Topview Academy,37681146163406
WinterWarm Christian Academy,37681146163026
Arrow Academy,37680986163950
Alpha and Omega Academy,37681146164032
Abeka,37681306165088
Inland Pacific Learning Academy,37681896164008
Accelerated Teaching for Children in Homeschool,37682136163117
Hope City,37681226165161
Helix Montessori School,37681976905772
Lighthouse Literacy Academy A Primary School,37681976162457
Grace Christian School,37682966161962
Valentina's World,37683386162275
Hindi Langauge Program,37682966164495
CWB Academy,37683386162804
Steinbrenner Academy,37683386163927
Montessori School of La Jolla,37683386162416
The Whole Child Learning Center,37683386164404
Ambleside Academy,37684526163760
Rising Stars,37683386164743
Pa Dahring Academy,37684116157887
Casa Montessori de Carlsbad,37735516975346
Boone Pioneer School,37754166162069
LV Academy,37735516163745
Pamoosa Creek Academy,37756146163364
Arrow Academy,37756146164198
Carmel Mountain Preschool,37682966135149
Lemon Grove Academy Elementary,37682050141499
Limitless Learning Academy,37680980141309
Fahari L. Jeffers Elementary,37680230141218
Lemon Grove Early Childhood Education Center,37682050141812
Pacific Sky,37680560141374
Nipaquay Elementary,37683380141317
Poway to Palomar Middle College High,37682960141390
Discovery Isle,37682967097298
"TERI, INC. The Country School",37737916927644
Bright Horizon Academy,37683387080427
Albert Einstein Academy Charter Elementary,37683380111898
